timestamp,temperature,humidity,rainfall,river_level,flood_occurred
2024-11-11 21:47:54.412461,31.683533629875647,73.71351259638043,70.10279540444657,9.527605457904643,1
2024-11-11 22:47:54.412461,32.69645895446038,63.50748086993955,72.45586316880383,4.379480334656849,0
2024-11-11 23:47:54.412461,31.78804595358873,60.3903470067567,22.336555275896302,6.0739454967680855,0
2024-11-12 00:47:54.412461,24.794954671529805,65.67059048794277,20.760687580132622,1.4163334532857101,0
2024-11-12 01:47:54.412461,25.36324529539844,45.92182806016319,77.9502095228249,4.621527869740652,0
2024-11-12 02:47:54.412461,27.04398152412755,86.5038846244982,12.229037396351972,3.1554511876586915,0
2024-11-12 03:47:54.412461,21.668751356828363,92.60685505081678,0.19340001513119986,3.7370180139590206,0
2024-11-12 04:47:54.412461,38.396093913741275,86.34852486264471,22.259522807595474,7.085489115754946,0
2024-11-12 05:47:54.412461,26.091975760993236,42.23015744339623,43.129160602508485,4.75350918860248,0
2024-11-12 06:47:54.412461,32.868251535348115,65.41482554223651,14.962265763593772,3.963225708922507,0
2024-11-12 07:47:54.412461,20.698339240814935,68.55929593172654,40.42867946309788,2.4780723527169433,0
2024-11-12 08:47:54.412461,39.95726636977571,72.26592029831693,34.501992245078206,4.865333232053327,0
2024-11-12 09:47:54.412461,29.138772299947227,66.95677967384508,38.83395043793074,6.005210741893572,0
2024-11-12 10:47:54.412461,25.263469463051912,73.10807981229341,56.73159388121345,4.824683586729196,0
2024-11-12 11:47:54.412461,23.9504183443266,94.30194074568062,52.6637206253044,8.122864827054968,1
2024-11-12 12:47:54.412461,20.924053298553382,60.404666985363534,52.93570676144881,7.525561722926871,1
2024-11-12 13:47:54.412461,23.86155951989544,68.4651655535431,3.8502970706348894,9.302034223827176,0
2024-11-12 14:47:54.412461,34.175332859398424,64.65990949057829,4.270987109869351,5.213758891980505,0
2024-11-12 15:47:54.412461,23.16043055819071,53.887651544686626,36.144903984676205,7.374911362240401,0
2024-11-12 16:47:54.412461,31.32199877784817,60.73807457760836,24.551408471827372,8.001493169026608,0
2024-11-12 17:47:54.412461,28.929041349937524,48.57200258115801,28.949804112021287,6.649250859129285,0
2024-11-12 18:47:54.412461,39.924678678961214,81.42777798739704,69.26937500483548,6.864452345444383,0
2024-11-12 19:47:54.412461,20.371304795931128,57.241995369122336,25.573488479385837,3.4511898721562346,0
2024-11-12 20:47:54.412461,21.92894679598887,95.66397952832945,71.71997789115,3.7388994664508726,0
2024-11-12 21:47:54.412461,25.04970115547729,90.55221708670881,52.621196820244556,7.3231189243759465,1
2024-11-12 22:47:54.412461,38.23173366564514,93.83765696514958,33.40494705693635,5.923307184739592,0
2024-11-12 23:47:54.412461,24.455013592336037,58.01211973787899,58.758941709572426,1.7449614516001133,0
2024-11-13 00:47:54.412461,39.236093571082804,82.53595391298147,51.19469822767986,8.533590150478277,1
2024-11-13 01:47:54.412461,31.20888253494723,98.94712433658961,27.228146153976674,1.2404545604458725,0
2024-11-13 02:47:54.412461,27.335618799777286,45.61064093297819,34.778465728092414,1.7655670693328445,0
2024-11-13 03:47:54.412461,22.291763147017832,76.68483318638162,65.2149929211938,2.5328893837692537,0
2024-11-13 04:47:54.412461,28.404323067566704,80.48970191563804,31.039740489181593,5.150950163914086,0
2024-11-13 05:47:54.412461,35.1874134390352,73.3256166557997,12.62049866147497,9.091237773098928,0
2024-11-13 06:47:54.412461,35.645954870518054,69.76907317899872,22.032753771354443,4.969501049741711,0
2024-11-13 07:47:54.412461,28.798802515193135,41.94210498258443,7.642393319673495,9.336157964643927,0
2024-11-13 08:47:54.412461,29.223726096806757,67.82071211228642,43.018323083325626,3.287089005266254,0
2024-11-13 09:47:54.412461,24.978895904234296,73.75042223539774,73.23029094102039,1.289604476774386,0
2024-11-13 10:47:54.412461,36.09852721076556,85.69719270500943,60.58469958304009,7.681381510201301,1
2024-11-13 11:47:54.412461,31.12034719314873,92.85668727933268,15.290932971457707,5.559823133105334,0
2024-11-13 12:47:54.412461,39.071660747756226,87.09250821092414,76.94422729430143,1.1476010499313056,0
2024-11-13 13:47:54.412461,36.74613487577654,68.536896973567,33.16918607269348,8.168796940122572,0
2024-11-13 14:47:54.412461,27.19217512886642,61.012720241835055,32.990125140576566,8.126887768827185,0
2024-11-13 15:47:54.412461,39.06868296049663,55.14080956084805,9.876300624846186,9.75302034685299,0
2024-11-13 16:47:54.412461,36.619576160963476,93.71888820674414,12.826691617199462,2.275297937179771,0
2024-11-13 17:47:54.412461,32.89802508988572,44.35611520884881,79.16388234506165,8.216971643863848,1
