timestamp,temperature,humidity,rainfall,river_level,flood_occurred,hour,day,month,dayofweek,rainfall_3hr_avg,riverlevel_6hr_avg
2024-11-11 21:47:54.412461,31.683533629875647,73.71351259638043,70.10279540444657,9.527605457904643,1,21,11,11,0,70.10279540444657,9.527605457904643
2024-11-11 22:47:54.412461,32.69645895446038,63.50748086993955,72.45586316880383,4.379480334656849,0,22,11,11,0,72.45586316880383,4.379480334656849
2024-11-11 23:47:54.412461,31.78804595358873,60.3903470067567,22.336555275896306,6.0739454967680855,0,23,11,11,0,54.9650712830489,6.0739454967680855
2024-11-12 00:47:54.412461,24.794954671529805,65.67059048794277,20.760687580132625,1.41633345328571,0,0,12,11,1,38.51770200827759,1.41633345328571
2024-11-12 01:47:54.412461,25.36324529539844,45.92182806016319,77.9502095228249,4.621527869740652,0,1,12,11,1,40.34915079295128,4.621527869740652
2024-11-12 02:47:54.412461,27.04398152412755,86.5038846244982,12.229037396351972,3.1554511876586915,0,2,12,11,1,36.9799781664365,4.862390633335772
2024-11-12 03:47:54.412461,21.668751356828363,92.60685505081678,0.1934000151311998,3.737018013959021,0,3,12,11,1,30.12421564476936,3.897292726011502
2024-11-12 04:47:54.412461,38.39609391374128,86.34852486264471,22.259522807595477,7.085489115754946,0,4,12,11,1,11.560653406359549,4.348294189527851
2024-11-12 05:47:54.412461,26.09197576099324,42.23015744339623,43.129160602508485,4.75350918860248,0,5,12,11,1,21.86069447507839,4.128221471500249
2024-11-12 06:47:54.412461,32.868251535348115,65.41482554223651,14.962265763593772,3.963225708922507,0,6,12,11,1,26.783649724565908,4.5527035141063825
2024-11-12 07:47:54.412461,20.69833924081493,68.55929593172654,40.42867946309788,2.4780723527169437,0,7,12,11,1,32.840035276400044,4.195460927935764
2024-11-12 08:47:54.412461,39.95726636977571,72.26592029831693,34.501992245078206,4.865333232053327,0,8,12,11,1,29.96431249058995,4.480441268668204
2024-11-12 09:47:54.412461,29.138772299947227,66.95677967384508,38.83395043793074,6.005210741893572,0,9,12,11,1,37.92154071536894,4.858473389990629
2024-11-12 10:47:54.412461,25.263469463051912,73.10807981229341,56.73159388121345,4.824683586729196,0,10,12,11,1,43.35584552140747,4.481672468486337
2024-11-12 11:47:54.412461,23.9504183443266,94.30194074568062,52.6637206253044,8.122864827054968,1,11,12,11,1,49.409754981482855,5.043231741561752
2024-11-12 12:47:54.412461,20.924053298553385,60.404666985363534,52.93570676144881,7.525561722926871,1,12,12,11,1,54.110340422655554,5.63695441056248
2024-11-12 13:47:54.412461,23.86155951989544,68.4651655535431,3.85029707063489,9.302034223827176,0,13,12,11,1,36.483241485796036,6.774281389080852
2024-11-12 14:47:54.412461,34.175332859398424,64.65990949057829,4.270987109869351,5.213758891980505,0,14,12,11,1,20.35233031398435,6.832352332402048
2024-11-12 15:47:54.412461,23.16043055819071,53.88765154468663,36.144903984676205,7.374911362240401,0,15,12,11,1,14.755396055060148,7.060635769126519
2024-11-12 16:47:54.412461,31.32199877784817,60.73807457760836,24.55140847182737,8.001493169026608,0,16,12,11,1,21.65576652212431,7.590104032842755
2024-11-12 17:47:54.412461,28.929041349937524,48.57200258115801,28.949804112021287,6.649250859129285,0,17,12,11,1,29.882038856174955,7.344501704855141
2024-11-12 18:47:54.412461,39.924678678961214,81.42777798739704,69.26937500483548,6.864452345444383,0,18,12,11,1,40.923529196228046,7.234316808608059
2024-11-12 19:47:54.412461,20.371304795931128,57.241995369122336,25.57348847938584,3.451189872156234,0,19,12,11,1,41.26422253208087,6.259176083329568
2024-11-12 20:47:54.412461,21.92894679598887,95.66397952832943,71.71997789115,3.738899466450873,0,20,12,11,1,55.52094712512377,6.01336617907463
2024-11-12 21:47:54.412461,25.04970115547729,90.5522170867088,52.62119682024456,7.323118924375946,1,21,12,11,1,49.9715543969268,6.004734106097222
2024-11-12 22:47:54.412461,38.23173366564514,93.83765696514958,33.40494705693635,5.923307184739592,0,22,12,11,1,52.582040589443636,5.658369775382719
2024-11-12 23:47:54.412461,24.45501359233604,58.01211973787899,58.758941709572426,1.7449614516001133,0,23,12,11,1,48.261695195584444,4.84098820746119
2024-11-13 00:47:54.412461,39.2360935710828,82.53595391298147,51.19469822767986,8.533590150478277,1,0,13,11,2,47.78619566472955,5.119177841633506
2024-11-13 01:47:54.412461,31.20888253494723,98.9471243365896,27.228146153976677,1.2404545604458723,0,1,13,11,2,45.727262030409655,4.750721956348445
2024-11-13 02:47:54.412461,27.335618799777286,45.61064093297819,34.778465728092414,1.7655670693328445,0,2,13,11,2,37.73377003658298,4.421833223495441
2024-11-13 03:47:54.412461,22.291763147017832,76.68483318638162,65.2149929211938,2.5328893837692537,0,3,13,11,2,42.40720160108763,3.6234616333943257
2024-11-13 04:47:54.412461,28.404323067566704,80.48970191563804,31.039740489181597,5.150950163914086,0,4,13,11,2,43.677733046155936,3.4947354632567404
